champion_combination,win_count,loss_count,total_games,win_rate
"(147, 151, 157, 160, 163)",1,0,1,1.0
"(21, 53, 96, 130, 134)",1,0,1,1.0
"(8, 15, 18, 19, 103)",3,0,3,1.0
"(21, 64, 99, 104, 142)",1,0,1,1.0
"(8, 14, 53, 114, 161)",2,0,2,1.0
"(8, 14, 26, 55, 101)",2,0,2,1.0
"(8, 14, 17, 73, 109)",2,0,2,1.0
"(8, 13, 91, 107, 142)",1,0,1,1.0
"(8, 13, 69, 106, 142)",3,0,3,1.0
"(21, 64, 116, 154, 158)",1,0,1,1.0
"(21, 64, 122, 134, 142)",1,0,1,1.0
"(21, 65, 70, 88, 141)",1,0,1,1.0
"(8, 10, 103, 114, 140)",1,0,1,1.0
"(21, 65, 87, 114, 138)",1,0,1,1.0
"(21, 65, 95, 104, 135)",1,0,1,1.0
"(21, 65, 106, 127, 142)",2,0,2,1.0
"(21, 65, 122, 138, 158)",1,0,1,1.0
"(8, 10, 64, 107, 166)",1,0,1,1.0
"(21, 68, 69, 87, 142)",1,0,1,1.0
"(8, 10, 54, 79, 155)",1,0,1,1.0
"(21, 68, 69, 104, 142)",2,0,2,1.0
"(8, 10, 40, 108, 132)",1,0,1,1.0
"(21, 68, 73, 80, 156)",1,0,1,1.0
"(21, 69, 73, 97, 142)",1,0,1,1.0
"(8, 10, 24, 142, 148)",1,0,1,1.0
"(21, 69, 101, 110, 142)",1,0,1,1.0
"(21, 73, 112, 114, 148)",1,0,1,1.0
"(21, 74, 103, 122, 163)",1,0,1,1.0
"(21, 87, 89, 135, 154)",1,0,1,1.0
"(8, 15, 23, 69, 108)",1,0,1,1.0
"(21, 64, 90, 109, 145)",1,0,1,1.0
"(21, 63, 70, 115, 148)",1,0,1,1.0
"(8, 20, 23, 89, 98)",1,0,1,1.0
"(21, 53, 116, 127, 134)",3,0,3,1.0
"(8, 20, 89, 104, 111)",1,0,1,1.0
"(21, 53, 129, 138, 156)",1,0,1,1.0
"(21, 55, 56, 96, 134)",1,0,1,1.0
"(21, 55, 69, 104, 122)",1,0,1,1.0
"(8, 20, 53, 74, 103)",1,0,1,1.0
"(8, 20, 50, 55, 69)",1,0,1,1.0
"(21, 55, 85, 99, 148)",1,0,1,1.0
"(8, 20, 50, 53, 129)",1,0,1,1.0
"(21, 55, 87, 103, 130)",3,0,3,1.0
"(8, 20, 40, 53, 87)",1,0,1,1.0
"(8, 20, 33, 103, 142)",2,0,2,1.0
"(21, 55, 88, 134, 151)",1,0,1,1.0
"(21, 59, 70, 137, 148)",1,0,1,1.0
"(21, 55, 89, 96, 114)",1,0,1,1.0
"(21, 55, 97, 99, 101)",1,0,1,1.0
"(8, 19, 75, 130, 151)",1,0,1,1.0
"(21, 55, 98, 148, 157)",1,0,1,1.0
"(8, 19, 57, 65, 106)",1,0,1,1.0
"(21, 55, 101, 130, 147)",1,0,1,1.0
"(8, 17, 122, 148, 163)",2,0,2,1.0
"(8, 17, 40, 50, 163)",1,0,1,1.0
"(21, 55, 104, 127, 148)",1,0,1,1.0
"(21, 56, 69, 130, 134)",1,0,1,1.0
"(21, 58, 88, 135, 141)",1,0,1,1.0
"(8, 15, 133, 148, 154)",1,0,1,1.0
"(8, 10, 17, 40, 76)",1,0,1,1.0
"(21, 87, 109, 135, 148)",1,0,1,1.0
"(21, 89, 104, 135, 157)",2,0,2,1.0
"(23, 24, 71, 104, 135)",1,0,1,1.0
"(22, 54, 69, 88, 163)",1,0,1,1.0
"(22, 60, 62, 80, 138)",1,0,1,1.0
"(22, 71, 113, 122, 148)",1,0,1,1.0
"(22, 76, 122, 127, 148)",2,0,2,1.0
"(7, 63, 134, 142, 148)",1,0,1,1.0
"(22, 87, 108, 109, 148)",1,0,1,1.0
"(23, 24, 25, 131, 134)",1,0,1,1.0
"(23, 24, 40, 104, 130)",2,0,2,1.0
"(7, 56, 88, 122, 130)",1,0,1,1.0
"(23, 24, 44, 104, 147)",1,0,1,1.0
"(23, 24, 51, 89, 98)",3,0,3,1.0
"(23, 24, 53, 130, 134)",1,0,1,1.0
"(23, 24, 87, 89, 135)",4,0,4,1.0
"(22, 51, 53, 87, 89)",1,0,1,1.0
"(7, 55, 64, 87, 106)",1,0,1,1.0
"(23, 24, 89, 120, 134)",1,0,1,1.0
"(23, 24, 96, 138, 148)",1,0,1,1.0
"(23, 24, 97, 130, 142)",1,0,1,1.0
"(23, 24, 98, 109, 135)",1,0,1,1.0
"(7, 53, 134, 148, 162)",2,0,2,1.0
"(7, 53, 119, 134, 148)",1,0,1,1.0
"(23, 25, 33, 70, 96)",1,0,1,1.0
"(7, 53, 101, 103, 106)",1,0,1,1.0
"(23, 25, 36, 101, 163)",1,0,1,1.0
"(23, 25, 38, 69, 104)",2,0,2,1.0
"(7, 53, 80, 91, 109)",1,0,1,1.0
"(22, 51, 65, 68, 113)",1,0,1,1.0
"(7, 69, 87, 111, 138)",1,0,1,1.0
"(21, 92, 122, 148, 160)",1,0,1,1.0
"(21, 114, 121, 148, 158)",1,0,1,1.0
"(21, 93, 132, 144, 148)",1,0,1,1.0
"(21, 96, 134, 138, 142)",1,0,1,1.0
"(21, 98, 106, 113, 130)",1,0,1,1.0
"(8, 9, 110, 113, 148)",1,0,1,1.0
"(21, 101, 106, 148, 157)",1,0,1,1.0
"(21, 103, 128, 134, 142)",1,0,1,1.0
"(21, 104, 106, 130, 158)",1,0,1,1.0
"(21, 107, 125, 130, 143)",3,0,3,1.0
"(8, 9, 64, 66, 87)",1,0,1,1.0
"(21, 109, 114, 131, 142)",2,0,2,1.0
"(8, 9, 26, 62, 134)",1,0,1,1.0
"(21, 113, 122, 145, 148)",1,0,1,1.0
"(21, 122, 135, 148, 161)",4,0,4,1.0
"(22, 50, 65, 87, 127)",1,0,1,1.0
"(22, 23, 40, 101, 149)",1,0,1,1.0
"(22, 27, 64, 104, 135)",1,0,1,1.0
"(22, 31, 129, 130, 131)",2,0,2,1.0
"(22, 33, 55, 102, 135)",1,0,1,1.0
"(7, 96, 101, 148, 163)",1,0,1,1.0
"(7, 89, 107, 135, 142)",1,0,1,1.0
"(7, 87, 122, 130, 142)",1,0,1,1.0
"(22, 36, 53, 72, 148)",2,0,2,1.0
"(7, 80, 109, 142, 148)",1,0,1,1.0
"(22, 39, 69, 104, 135)",2,0,2,1.0
"(7, 71, 104, 135, 138)",1,0,1,1.0
"(22, 50, 55, 79, 134)",1,0,1,1.0
"(21, 53, 107, 134, 166)",1,0,1,1.0
"(21, 53, 89, 134, 151)",1,0,1,1.0
"(23, 25, 46, 71, 104)",3,0,3,1.0
"(8, 23, 33, 35, 130)",1,0,1,1.0
"(21, 33, 40, 53, 114)",1,0,1,1.0
"(21, 33, 68, 78, 103)",1,0,1,1.0
"(21, 35, 39, 140, 158)",3,0,3,1.0
"(8, 55, 86, 87, 153)",4,0,4,1.0
"(21, 35, 40, 101, 163)",2,0,2,1.0
"(8, 55, 69, 109, 161)",2,0,2,1.0
"(21, 35, 42, 55, 122)",1,0,1,1.0
"(21, 35, 52, 65, 138)",1,0,1,1.0
"(21, 35, 66, 132, 156)",1,0,1,1.0
"(21, 38, 40, 44, 87)",1,0,1,1.0
"(21, 38, 55, 71, 87)",1,0,1,1.0
"(8, 54, 55, 98, 148)",1,0,1,1.0
"(8, 54, 55, 69, 83)",4,0,4,1.0
"(21, 38, 97, 134, 166)",1,0,1,1.0
"(8, 53, 122, 129, 148)",2,0,2,1.0
"(21, 39, 73, 101, 156)",1,0,1,1.0
"(21, 40, 44, 104, 158)",1,0,1,1.0
"(21, 40, 51, 54, 87)",2,0,2,1.0
"(21, 40, 52, 104, 122)",1,0,1,1.0
"(21, 40, 53, 74, 93)",1,0,1,1.0
"(8, 53, 63, 79, 134)",1,0,1,1.0
"(21, 40, 53, 82, 104)",3,0,3,1.0
"(21, 40, 53, 96, 134)",1,0,1,1.0
"(21, 40, 54, 56, 87)",2,0,2,1.0
"(21, 40, 54, 132, 145)",1,0,1,1.0
"(8, 52, 69, 91, 167)",1,0,1,1.0
"(21, 40, 56, 70, 138)",1,0,1,1.0
"(21, 31, 122, 138, 148)",2,0,2,1.0
"(21, 31, 88, 116, 135)",1,0,1,1.0
"(8, 58, 93, 105, 163)",1,0,1,1.0
"(8, 105, 108, 142, 148)",3,0,3,1.0
"(9, 11, 17, 40, 76)",1,0,1,1.0
"(21, 23, 104, 148, 156)",1,0,1,1.0
"(9, 11, 13, 20, 64)",1,0,1,1.0
"(21, 24, 56, 87, 148)",2,0,2,1.0
"(21, 25, 31, 40, 88)",3,0,3,1.0
"(9, 10, 39, 129, 162)",1,0,1,1.0
"(9, 10, 29, 44, 158)",1,0,1,1.0
"(9, 10, 28, 66, 96)",1,0,1,1.0
"(21, 25, 52, 107, 114)",1,0,1,1.0
"(21, 25, 55, 116, 122)",1,0,1,1.0
"(8, 116, 135, 148, 150)",2,0,2,1.0
"(21, 25, 87, 138, 142)",1,0,1,1.0
"(8, 103, 157, 163, 167)",1,0,1,1.0
"(21, 31, 64, 97, 109)",1,0,1,1.0
"(21, 26, 29, 53, 105)",1,0,1,1.0
"(21, 27, 98, 103, 130)",1,0,1,1.0
"(8, 98, 137, 145, 148)",5,0,5,1.0
"(21, 27, 105, 122, 148)",1,0,1,1.0
"(21, 27, 105, 148, 157)",1,0,1,1.0
"(21, 29, 46, 56, 65)",1,0,1,1.0
"(8, 82, 98, 103, 121)",1,0,1,1.0
"(21, 31, 40, 44, 104)",2,0,2,1.0
"(8, 73, 104, 106, 130)",1,0,1,1.0
"(8, 69, 88, 148, 163)",1,0,1,1.0
"(21, 31, 44, 65, 98)",3,0,3,1.0
"(21, 31, 63, 101, 148)",2,0,2,1.0
"(21, 40, 72, 104, 111)",1,0,1,1.0
"(8, 52, 63, 104, 107)",1,0,1,1.0
"(21, 40, 91, 99, 104)",1,0,1,1.0
"(8, 31, 40, 43, 122)",1,0,1,1.0
"(21, 50, 56, 88, 146)",2,0,2,1.0
"(21, 50, 68, 87, 103)",1,0,1,1.0
"(21, 50, 69, 87, 135)",1,0,1,1.0
"(21, 51, 55, 89, 98)",1,0,1,1.0
"(21, 51, 87, 97, 139)",1,0,1,1.0
"(8, 33, 123, 130, 162)",4,0,4,1.0
"(21, 52, 57, 91, 166)",1,0,1,1.0
"(21, 52, 57, 122, 140)",1,0,1,1.0
"(21, 52, 69, 72, 134)",1,0,1,1.0
"(21, 52, 79, 87, 131)",1,0,1,1.0
"(21, 52, 89, 96, 122)",1,0,1,1.0
"(21, 52, 89, 101, 162)",1,0,1,1.0
"(8, 31, 39, 40, 85)",2,0,2,1.0
"(21, 49, 52, 75, 98)",1,0,1,1.0
"(21, 52, 96, 157, 167)",1,0,1,1.0
"(21, 53, 54, 64, 87)",2,0,2,1.0
"(8, 27, 40, 54, 127)",1,0,1,1.0
"(8, 24, 52, 70, 148)",1,0,1,1.0
"(21, 53, 54, 78, 103)",3,0,3,1.0
"(21, 53, 57, 69, 158)",1,0,1,1.0
"(8, 23, 54, 65, 101)",1,0,1,1.0
"(8, 23, 46, 98, 103)",2,0,2,1.0
"(21, 53, 71, 134, 152)",1,0,1,1.0
"(8, 23, 40, 54, 98)",1,0,1,1.0
"(21, 53, 72, 98, 148)",2,0,2,1.0
"(21, 53, 87, 103, 152)",2,0,2,1.0
"(21, 49, 109, 114, 137)",1,0,1,1.0
"(21, 48, 55, 89, 131)",3,0,3,1.0
"(21, 40, 96, 97, 135)",1,0,1,1.0
"(21, 44, 103, 114, 142)",1,0,1,1.0
"(21, 41, 64, 74, 163)",1,0,1,1.0
"(21, 41, 101, 156, 163)",2,0,2,1.0
"(21, 42, 45, 55, 98)",1,0,1,1.0
"(8, 50, 78, 135, 148)",1,0,1,1.0
"(21, 42, 56, 105, 138)",2,0,2,1.0
"(8, 46, 85, 139, 147)",2,0,2,1.0
"(21, 44, 50, 54, 142)",1,0,1,1.0
"(21, 44, 50, 87, 163)",2,0,2,1.0
"(8, 45, 104, 111, 148)",1,0,1,1.0
"(21, 44, 55, 65, 87)",2,0,2,1.0
"(21, 44, 56, 69, 122)",1,0,1,1.0
"(21, 44, 64, 87, 113)",1,0,1,1.0
"(21, 44, 107, 122, 142)",2,0,2,1.0
"(8, 40, 51, 90, 104)",1,0,1,1.0
"(8, 43, 48, 103, 153)",1,0,1,1.0
"(21, 46, 50, 71, 134)",1,0,1,1.0
"(21, 46, 53, 89, 134)",1,0,1,1.0
"(8, 42, 52, 87, 122)",1,0,1,1.0
"(21, 46, 56, 88, 116)",1,0,1,1.0
"(21, 46, 69, 114, 142)",2,0,2,1.0
"(8, 40, 97, 163, 166)",4,0,4,1.0
"(21, 46, 74, 148, 163)",4,0,4,1.0
"(8, 40, 56, 105, 109)",1,0,1,1.0
"(8, 40, 55, 132, 151)",2,0,2,1.0
"(8, 40, 55, 93, 134)",3,0,3,1.0
"(8, 40, 53, 87, 137)",2,0,2,1.0
"(7, 53, 79, 132, 153)",1,0,1,1.0
"(23, 25, 46, 112, 145)",1,0,1,1.0
"(21, 23, 103, 104, 153)",2,0,2,1.0
"(23, 33, 40, 92, 145)",2,0,2,1.0
"(7, 9, 103, 134, 138)",1,0,1,1.0
"(7, 9, 96, 101, 148)",1,0,1,1.0
"(23, 35, 87, 109, 148)",1,0,1,1.0
"(7, 9, 86, 130, 134)",1,0,1,1.0
"(7, 9, 65, 104, 149)",1,0,1,1.0
"(23, 35, 89, 104, 148)",1,0,1,1.0
"(23, 35, 103, 122, 134)",2,0,2,1.0
"(23, 35, 104, 107, 109)",1,0,1,1.0
"(23, 35, 104, 130, 148)",1,0,1,1.0
"(23, 35, 125, 148, 150)",1,0,1,1.0
"(23, 35, 132, 148, 151)",1,0,1,1.0
"(23, 36, 71, 72, 104)",1,0,1,1.0
"(6, 103, 138, 163, 166)",2,0,2,1.0
"(6, 99, 110, 121, 160)",1,0,1,1.0
"(6, 87, 96, 111, 135)",1,0,1,1.0
"(23, 36, 138, 148, 167)",2,0,2,1.0
"(6, 56, 98, 157, 158)",1,0,1,1.0
"(23, 37, 87, 146, 148)",2,0,2,1.0
"(6, 55, 75, 86, 148)",2,0,2,1.0
"(23, 38, 44, 58, 78)",1,0,1,1.0
"(23, 38, 44, 65, 87)",1,0,1,1.0
"(6, 55, 63, 87, 158)",1,0,1,1.0
"(23, 38, 58, 104, 162)",1,0,1,1.0
"(6, 53, 65, 68, 151)",1,0,1,1.0
"(23, 38, 69, 86, 87)",1,0,1,1.0
"(23, 38, 71, 72, 87)",1,0,1,1.0
"(23, 38, 71, 73, 124)",4,0,4,1.0
"(7, 9, 106, 134, 148)",1,0,1,1.0
"(7, 9, 106, 148, 165)",1,0,1,1.0
"(7, 10, 14, 15, 115)",1,0,1,1.0
"(23, 33, 71, 88, 158)",1,0,1,1.0
"(23, 33, 53, 71, 87)",3,0,3,1.0
"(7, 13, 51, 130, 154)",2,0,2,1.0
"(7, 13, 38, 40, 52)",1,0,1,1.0
"(7, 13, 33, 52, 148)",1,0,1,1.0
"(23, 33, 60, 93, 109)",1,0,1,1.0
"(7, 13, 23, 40, 95)",1,0,1,1.0
"(23, 33, 60, 112, 161)",2,0,2,1.0
"(23, 33, 64, 72, 104)",2,0,2,1.0
"(7, 12, 69, 122, 142)",1,0,1,1.0
"(7, 11, 23, 87, 156)",1,0,1,1.0
"(23, 33, 70, 116, 148)",1,0,1,1.0
"(7, 10, 87, 106, 130)",2,0,2,1.0
"(7, 10, 41, 64, 114)",1,0,1,1.0
"(7, 10, 14, 98, 158)",2,0,2,1.0
"(23, 35, 38, 58, 163)",1,0,1,1.0
"(23, 35, 39, 116, 148)",1,0,1,1.0
"(7, 10, 39, 69, 114)",5,0,5,1.0
"(23, 35, 41, 87, 148)",1,0,1,1.0
"(7, 10, 29, 87, 157)",1,0,1,1.0
"(23, 35, 44, 51, 69)",1,0,1,1.0
"(23, 35, 46, 69, 124)",1,0,1,1.0
"(7, 10, 20, 64, 70)",2,0,2,1.0
"(23, 35, 50, 59, 148)",1,0,1,1.0
"(23, 35, 50, 70, 143)",1,0,1,1.0
"(23, 35, 54, 70, 156)",1,0,1,1.0
"(23, 35, 63, 94, 152)",2,0,2,1.0
"(23, 38, 87, 128, 131)",2,0,2,1.0
"(6, 46, 52, 101, 127)",1,0,1,1.0
"(23, 38, 94, 114, 130)",1,0,1,1.0
"(23, 40, 44, 104, 131)",1,0,1,1.0
"(6, 10, 16, 122, 135)",1,0,1,1.0
"(23, 40, 41, 44, 87)",1,0,1,1.0
"(23, 40, 43, 88, 152)",1,0,1,1.0
"(23, 40, 44, 46, 87)",1,0,1,1.0
"(5, 130, 138, 142, 153)",1,0,1,1.0
"(5, 130, 135, 138, 163)",1,0,1,1.0
"(5, 127, 135, 161, 163)",1,0,1,1.0
"(23, 40, 44, 54, 75)",1,0,1,1.0
"(5, 122, 142, 158, 167)",3,0,3,1.0
"(23, 40, 44, 63, 134)",1,0,1,1.0
"(23, 40, 44, 87, 103)",1,0,1,1.0
"(23, 40, 44, 87, 122)",1,0,1,1.0
"(23, 40, 47, 51, 70)",2,0,2,1.0
"(6, 10, 21, 51, 58)",1,0,1,1.0
"(23, 40, 52, 125, 130)",1,0,1,1.0
"(5, 109, 135, 156, 163)",1,0,1,1.0
"(23, 40, 61, 87, 127)",2,0,2,1.0
"(23, 40, 63, 70, 163)",1,0,1,1.0
"(5, 109, 122, 142, 158)",1,0,1,1.0
"(23, 40, 74, 108, 138)",1,0,1,1.0
"(5, 107, 130, 162, 163)",1,0,1,1.0
"(23, 40, 79, 87, 130)",1,0,1,1.0
"(23, 40, 88, 113, 142)",1,0,1,1.0
"(23, 40, 94, 104, 109)",1,0,1,1.0
"(23, 40, 98, 110, 162)",1,0,1,1.0
"(23, 40, 104, 122, 127)",1,0,1,1.0
"(23, 39, 103, 141, 166)",1,0,1,1.0
"(6, 10, 28, 52, 76)",1,0,1,1.0
"(23, 39, 40, 44, 87)",1,0,1,1.0
"(6, 20, 71, 94, 135)",2,0,2,1.0
"(23, 39, 42, 52, 101)",3,0,3,1.0
"(6, 40, 45, 81, 130)",2,0,2,1.0
"(23, 39, 44, 50, 87)",3,0,3,1.0
"(23, 39, 46, 69, 87)",1,0,1,1.0
"(23, 39, 48, 55, 122)",1,0,1,1.0
"(23, 39, 51, 87, 138)",1,0,1,1.0
"(23, 39, 52, 87, 143)",1,0,1,1.0
"(23, 39, 53, 89, 129)",1,0,1,1.0
"(23, 39, 54, 71, 157)",1,0,1,1.0
"(6, 23, 50, 96, 130)",2,0,2,1.0
"(23, 39, 54, 83, 157)",2,0,2,1.0
"(23, 39, 61, 142, 153)",1,0,1,1.0
"(23, 39, 63, 104, 148)",3,0,3,1.0
"(23, 39, 101, 146, 148)",1,0,1,1.0
"(6, 20, 21, 65, 96)",1,0,1,1.0
"(23, 39, 63, 104, 158)",1,0,1,1.0
"(23, 39, 69, 90, 114)",2,0,2,1.0
"(6, 19, 23, 97, 167)",1,0,1,1.0
"(23, 39, 70, 89, 162)",3,0,3,1.0
"(23, 39, 74, 107, 154)",1,0,1,1.0
"(23, 39, 87, 89, 138)",1,0,1,1.0
"(23, 39, 87, 130, 135)",3,0,3,1.0
"(23, 39, 89, 137, 138)",2,0,2,1.0
"(23, 39, 91, 93, 101)",1,0,1,1.0
"(23, 39, 96, 113, 137)",1,0,1,1.0
"(6, 10, 41, 148, 167)",2,0,2,1.0
"(23, 33, 52, 87, 92)",2,0,2,1.0
"(7, 14, 52, 63, 101)",3,0,3,1.0
"(7, 53, 69, 104, 137)",1,0,1,1.0
"(23, 33, 40, 44, 70)",1,0,1,1.0
"(23, 26, 71, 96, 104)",2,0,2,1.0
"(7, 43, 54, 56, 148)",1,0,1,1.0
"(23, 26, 89, 94, 109)",1,0,1,1.0
"(23, 27, 28, 98, 122)",1,0,1,1.0
"(7, 42, 63, 98, 143)",1,0,1,1.0
"(23, 27, 38, 58, 87)",1,0,1,1.0
"(23, 27, 46, 87, 89)",2,0,2,1.0
"(23, 27, 65, 86, 134)",1,0,1,1.0
"(23, 27, 108, 130, 134)",1,0,1,1.0
"(7, 40, 65, 88, 104)",2,0,2,1.0
"(7, 40, 55, 87, 110)",1,0,1,1.0
"(7, 40, 55, 86, 104)",1,0,1,1.0
"(23, 27, 130, 134, 153)",1,0,1,1.0
"(7, 40, 41, 73, 104)",1,0,1,1.0
"(23, 28, 33, 40, 70)",1,0,1,1.0
"(7, 38, 55, 69, 87)",1,0,1,1.0
"(23, 28, 36, 60, 134)",1,0,1,1.0
"(7, 38, 43, 52, 103)",2,0,2,1.0
"(23, 28, 40, 106, 109)",1,0,1,1.0
"(7, 33, 55, 98, 148)",1,0,1,1.0
"(7, 33, 40, 125, 164)",1,0,1,1.0
"(7, 31, 58, 88, 143)",1,0,1,1.0
"(23, 28, 51, 90, 113)",2,0,2,1.0
"(23, 28, 63, 98, 122)",1,0,1,1.0
"(23, 28, 101, 135, 143)",1,0,1,1.0
"(7, 26, 87, 142, 148)",1,0,1,1.0
"(7, 24, 52, 138, 161)",1,0,1,1.0
"(23, 26, 71, 87, 115)",1,0,1,1.0
"(7, 44, 52, 64, 106)",1,0,1,1.0
"(23, 26, 69, 104, 111)",1,0,1,1.0
"(7, 52, 58, 97, 106)",1,0,1,1.0
"(7, 53, 69, 97, 143)",1,0,1,1.0
"(7, 53, 69, 87, 122)",2,0,2,1.0
"(23, 25, 50, 98, 131)",1,0,1,1.0
"(23, 25, 53, 95, 98)",2,0,2,1.0
"(23, 25, 54, 69, 70)",1,0,1,1.0
"(7, 53, 58, 131, 134)",1,0,1,1.0
"(23, 25, 54, 104, 157)",2,0,2,1.0
"(23, 25, 79, 106, 109)",2,0,2,1.0
"(23, 25, 87, 92, 96)",1,0,1,1.0
"(7, 52, 69, 94, 155)",1,0,1,1.0
"(7, 52, 65, 114, 122)",3,0,3,1.0
"(7, 52, 65, 86, 87)",1,0,1,1.0
"(23, 25, 87, 93, 99)",1,0,1,1.0
"(7, 44, 52, 78, 103)",1,0,1,1.0
"(23, 25, 111, 122, 138)",1,0,1,1.0
"(23, 26, 28, 103, 104)",3,0,3,1.0
"(7, 50, 104, 142, 148)",1,0,1,1.0
"(23, 26, 35, 47, 158)",1,0,1,1.0
"(23, 26, 35, 69, 113)",1,0,1,1.0
"(7, 50, 55, 113, 148)",1,0,1,1.0
"(23, 26, 40, 63, 92)",3,0,3,1.0
"(7, 50, 53, 69, 114)",1,0,1,1.0
"(23, 26, 40, 114, 158)",2,0,2,1.0
"(23, 26, 53, 89, 114)",1,0,1,1.0
"(23, 26, 65, 160, 163)",1,0,1,1.0
"(23, 26, 69, 77, 87)",2,0,2,1.0
"(7, 23, 104, 150, 156)",1,0,1,1.0
"(7, 23, 69, 122, 144)",1,0,1,1.0
"(7, 23, 69, 87, 109)",2,0,2,1.0
"(7, 17, 23, 64, 153)",1,0,1,1.0
"(23, 32, 44, 93, 104)",1,0,1,1.0
"(23, 32, 54, 60, 70)",2,0,2,1.0
"(23, 32, 56, 88, 152)",1,0,1,1.0
"(23, 32, 58, 70, 111)",1,0,1,1.0
"(7, 19, 35, 57, 139)",1,0,1,1.0
"(7, 19, 28, 45, 70)",1,0,1,1.0
"(7, 17, 56, 122, 148)",2,0,2,1.0
"(7, 17, 53, 68, 69)",1,0,1,1.0
"(7, 17, 53, 65, 141)",2,0,2,1.0
"(23, 32, 60, 89, 114)",1,0,1,1.0
"(7, 17, 50, 69, 143)",1,0,1,1.0
"(7, 17, 28, 53, 141)",2,0,2,1.0
"(7, 17, 23, 40, 122)",2,0,2,1.0
"(23, 32, 43, 104, 111)",1,0,1,1.0
"(23, 32, 65, 68, 142)",1,0,1,1.0
"(23, 32, 74, 109, 135)",1,0,1,1.0
"(7, 15, 55, 69, 166)",2,0,2,1.0
"(7, 15, 53, 65, 148)",1,0,1,1.0
"(23, 32, 86, 87, 135)",1,0,1,1.0
"(23, 32, 88, 158, 161)",1,0,1,1.0
"(23, 32, 101, 108, 163)",1,0,1,1.0
"(23, 32, 104, 122, 131)",1,0,1,1.0
"(23, 32, 106, 122, 139)",1,0,1,1.0
"(23, 32, 109, 142, 148)",2,0,2,1.0
"(23, 33, 35, 42, 87)",2,0,2,1.0
"(23, 33, 35, 101, 148)",1,0,1,1.0
"(7, 20, 23, 40, 124)",1,0,1,1.0
"(23, 32, 40, 87, 122)",1,0,1,1.0
"(23, 29, 37, 51, 134)",1,0,1,1.0
"(23, 29, 87, 106, 113)",1,0,1,1.0
"(23, 29, 44, 46, 52)",1,0,1,1.0
"(7, 23, 51, 98, 109)",1,0,1,1.0
"(7, 23, 51, 65, 122)",1,0,1,1.0
"(23, 29, 51, 104, 135)",1,0,1,1.0
"(23, 29, 53, 134, 141)",1,0,1,1.0
"(23, 29, 57, 96, 142)",2,0,2,1.0
"(7, 23, 43, 137, 148)",1,0,1,1.0
"(23, 29, 60, 101, 138)",2,0,2,1.0
"(7, 21, 104, 136, 143)",1,0,1,1.0
"(23, 29, 65, 130, 138)",1,0,1,1.0
"(7, 21, 75, 120, 163)",1,0,1,1.0
"(23, 29, 87, 93, 135)",1,0,1,1.0
"(7, 21, 50, 56, 104)",1,0,1,1.0
"(23, 32, 40, 54, 104)",1,0,1,1.0
"(23, 29, 87, 128, 137)",1,0,1,1.0
"(23, 30, 44, 70, 122)",1,0,1,1.0
"(23, 31, 32, 75, 95)",3,0,3,1.0
"(7, 20, 55, 89, 134)",1,0,1,1.0
"(7, 20, 55, 87, 130)",2,0,2,1.0
"(23, 31, 57, 71, 138)",1,0,1,1.0
"(23, 31, 57, 130, 157)",1,0,1,1.0
"(7, 20, 53, 69, 109)",1,0,1,1.0
"(23, 31, 71, 125, 151)",1,0,1,1.0
"(23, 32, 33, 117, 166)",4,0,4,1.0
"(7, 20, 42, 56, 68)",1,0,1,1.0
"(7, 20, 40, 55, 87)",1,0,1,1.0
"(21, 23, 104, 131, 148)",1,0,1,1.0
"(21, 23, 101, 148, 150)",1,0,1,1.0
"(9, 44, 65, 87, 110)",1,0,1,1.0
"(9, 35, 63, 94, 156)",1,0,1,1.0
"(9, 32, 63, 74, 96)",1,0,1,1.0
"(9, 32, 60, 101, 122)",1,0,1,1.0
"(20, 40, 59, 104, 163)",2,0,2,1.0
"(20, 40, 63, 135, 166)",1,0,1,1.0
"(20, 40, 101, 114, 138)",1,0,1,1.0
"(9, 32, 35, 106, 129)",1,0,1,1.0
"(20, 40, 109, 114, 135)",2,0,2,1.0
"(9, 29, 74, 106, 158)",1,0,1,1.0
"(9, 29, 69, 82, 134)",1,0,1,1.0
"(20, 40, 122, 135, 155)",1,0,1,1.0
"(9, 29, 51, 101, 106)",3,0,3,1.0
"(9, 29, 51, 63, 104)",1,0,1,1.0
"(20, 41, 52, 54, 165)",1,0,1,1.0
"(9, 29, 33, 113, 138)",1,0,1,1.0
"(9, 28, 101, 122, 148)",4,0,4,1.0
"(9, 28, 88, 104, 135)",1,0,1,1.0
"(20, 41, 53, 65, 108)",1,0,1,1.0
"(20, 41, 53, 72, 87)",1,0,1,1.0
"(20, 41, 55, 135, 165)",2,0,2,1.0
"(20, 41, 75, 89, 142)",1,0,1,1.0
"(20, 42, 44, 111, 141)",1,0,1,1.0
"(20, 42, 53, 55, 63)",2,0,2,1.0
"(20, 42, 53, 78, 127)",1,0,1,1.0
"(9, 28, 38, 88, 148)",1,0,1,1.0
"(20, 42, 53, 100, 155)",1,0,1,1.0
"(9, 27, 33, 39, 48)",1,0,1,1.0
"(20, 43, 46, 106, 156)",1,0,1,1.0
"(9, 32, 68, 122, 134)",1,0,1,1.0
"(20, 40, 56, 92, 150)",1,0,1,1.0
"(20, 40, 55, 158, 166)",1,0,1,1.0
"(20, 40, 44, 50, 52)",1,0,1,1.0
